normal_form,type,variants_in_text,count
восточные ворота,LOC,восточные ворота,1
вражья крепость,LOC,вражья крепость,1
вражья,PER,вражья,1
вражья,LOC,вражьей,1
вражьими,PER,вражьими,1
вражьи края,LOC,вражьи края,1
вражьи,PER,вражьи,1
вражьей тучи,PER,вражьей тучи,1
кирит-горгора,PER,кирит-горгора,1
кирил,PER,кирил,1
колдовской логовины,LOC,колдовской логовины,1
колдовская,PER,колдовская,1
ковкий,PER,ковкий,1
ковал,PER,ковал,1
ко,PER,ко,1
княжение арведуи,PER,княжение арведуи,1
книга,PER,книгой,1
клятвопреступники,PER,клятвопреступники,1
клыки мордора,PER,клыки мордора,1
клыками мордор,PER,клыками мордора,1
клыкам мордор,PER,клыкам мордора,1
клык-гор,PER,клык-гора,1
клык,PER,клык,1
кольцами,LOC,кольцами,1
кольцам,LOC,кольцам,1
кольца-зияет,LOC,кольца-зияет,1
кольца фродо,LOC,кольца фродо,1
кольца власть,LOC,кольца власти,1
вражий,LOC,вражьем,1
враги,LOC,враги,1
враг-шпионить,PER,враг-шпионить,1
враг моргот,PER,враг моргот,1
враг исилдур,PER,врагом исилдур,1
враг выковывавший кольцо,PER,враг выковывал кольцо,1
вошел,PER,вошел,1
коль,PER,коль,1
колышутся,LOC,колышутся,1
колоток,PER,колоток,1
колечко,PER,колечко,1
колец,LOC,колец,1
кольцо вилья,LOC,кольцо вилья,1
кольценосцы-назгулы,LOC,кольценосцы-назгулы,1
кольценосцы,LOC,кольценосцы,1
кольценосцев-призраков,LOC,кольценосцев-призраков,1
кольценосцев,LOC,кольценосцев,1
кольце всевластья,PER,кольце всевластья,1
конунг ристании теоден,PER,конунг ристании теоден,1
конники эомера,PER,конники эомера,1
конники теодена,PER,конники теодена,1
конин эн аннун,LOC,конин эн аннун,1
кольцом всевластья,LOC,кольцом всевластья,1
кольцо саурон,PER,кольцо саурону,1
кольцо всевластья бесследно,LOC,кольцо всевластья бесследно,1
косая гора,PER,косая гора,1
косая гора,LOC,косой горе,1
корона дарина,LOC,корона дарина,1
король мертвецов,PER,король мертвецов,1
король,PER,король,1
королевская гряду,LOC,королевскую гряду,1
кормалленское поле,LOC,кормалленском поле,1
кормалленское,PER,кормалленское,1
кормаколиндор,PER,кормаколиндор,1
кори,PER,кори,1
корабль,PER,корабля,1
корабел сэрдан,PER,корабел сэрдан,1
копи мории,PER,копи мории,1
конунг-то,PER,конунг-то,1
кристалинке,LOC,кристалинке,1
крепь,PER,крепь,1
крепость заходящего солнце,LOC,крепости заходящего солнца,1
крепость,PER,крепости,1
крепкотук,LOC,крепкотука,1
крепи,PER,крепи,1
вонючке,PER,вонючке,1
вонючка-то,PER,вонючка-то,1
вонючка,LOC,вонючка,1
вон,PER,вон,1
волшебном сильмарилле,PER,волшебном сильмарилле,1
воротный тракт,LOC,воротный тракт,1
воротах,PER,воротах,1
воротами мордор,LOC,воротами мордора,1
воротам мордор кольцо,LOC,воротам мордора кольцо,1
ворота мории,LOC,ворота мории,1
